"","device_id","n_distinct(app_id)"
"9187",-2007735030666825728,32
"9188",-2007536064460579584,23
"9189",-2006286882612703744,21
"9190",-2005973582645210880,28
"9191",-2005296343999020288,22
"9192",-2002959589327410432,53
"9193",-2001567280649176576,81
"9194",-2001194428477831168,50
"9195",-2000951838574394624,60
"9196",-2000663486139604992,23
"9197",-1999504431000488448,22
"9198",-1998567830594396672,29
"9199",-1997576523626398976,25
"9200",-1997177069053100544,66
"9201",-1996849627297971968,61
"9202",-1996756761380904192,73
"9203",-1995275285885669888,26
"9204",-1994216919733825024,14
"9205",-1992337689573512192,24
"9206",-1990997462706584576,27
"9207",-1990698026485362944,31
"9208",-1989271636660652544,30
"9209",-1987232476024835840,45
"9210",-1987153889664151552,38
"9211",-1985173947500084992,39
"9212",-1985082230938687488,19
"9213",-1983931105460838144,69
"9214",-1983874770218503168,71
"9215",-1983259877039658752,8
"9216",-1982671891418500352,66
"9217",-1982475103154050816,29
"9218",-1982240722323946496,101
"9219",-1981506841560705792,15
"9220",-1980830727338632704,28
"9221",-1977373048471502848,51
"9222",-1977134066875514112,46
"9223",-1977113884307951872,33
"9224",-1976764231358844160,61
"9225",-1975920907077340672,39
"9226",-1975273349176586240,87
"9227",-1972865814856738048,39
"9228",-1972842574985873664,38
"9229",-1972460360599281408,57
"9230",-1971379766587437056,31
"9231",-1971027463145305344,25
"9232",-1970724495251491840,62
"9233",-1970303257834771712,93
"9234",-1970165181154065664,40
"9235",-1969018295155720192,76
"9236",-1968916917562323712,14
"9237",-1968601021806642944,27
"9238",-1968532103563691520,52
"9239",-1968053005968676352,62
"9240",-1967850648096056832,62
"9241",-1966956019859730432,27
"9242",-1966786007414385920,54
"9243",-1966059373411745536,23
"9244",-1966015761088146944,34
"9245",-1964932784770917632,31
"9246",-1962441874642893312,32
"9247",-1962185861863900928,22
"9248",-1961702528673532928,14
"9249",-1960592560583637760,24
"9250",-1959651585681385728,35
"9251",-1958701107426126592,42
"9252",-1958051182712520704,42
"9253",-1957353233040993280,74
"9254",-1957052737058040064,78
"9255",-1956893351255054848,49
"9256",-1954607149185073920,115
"9257",-1952460373348402432,62
"9258",-1952274235252206080,25
"9259",-1951208780068432896,25
"9260",-1950536825957456896,40
"9261",-1950376728434846208,25
"9262",-1949811045835378432,43
"9263",-1948398856402930176,17
"9264",-1948310363802481664,10
"9265",-1948202033590746112,27
"9266",-1947833294741160960,39
"9267",-1947810296793074432,30
"9268",-1947561223942536960,65
"9269",-1946408700834946048,7
"9270",-1945035485761929216,31
"9271",-1944638877259181312,36
"9272",-1941714922658883584,48
"9273",-1939106281011189760,60
"9274",-1938694313625884928,32
"9275",-1937602329204660992,33
"9276",-1937217677884604672,19
"9277",-1936834210441403904,89
"9278",-1936636585756409088,41
"9279",-1936265529881517568,55
"9280",-1934470778348982528,17
"9281",-1932823443670462208,77
"9282",-1931855086519480064,54
"9283",-1931663880913792512,17
"9284",-1931466207586900224,33
"9285",-1931206883313988864,26
"9286",-1930702761729758208,53
"9287",-1930446407900140032,47
"9288",-1928999506639152640,23
"9289",-1927813871815988736,85
"9290",-1927239126591229184,80
"9291",-1927009752673128192,35
"9292",-1926721641218946816,28
"9293",-1926705294217364224,45
"9294",-1926035254745726720,14
"9295",-1925720618928802816,15
"9296",-1925715770474979072,94
"9297",-1925367143346691840,15
"9298",-1924571983087440640,42
"9299",-1923668825802661888,16
"9300",-1923022664173341184,6
"9301",-1922281812783646464,40
"9302",-1922249212304792320,35
"9303",-1921005331902900224,34
"9304",-1920719076294350592,37
"9305",-1920613805299696384,95
"9306",-1919029435867652096,22
"9307",-1918105925098095872,25
"9308",-1917601569688391424,54
"9309",-1916079381517069824,48
"9310",-1915511376902929664,27
"9311",-1914526990948546304,35
"9312",-1912838943029389056,37
"9313",-1912488130284027904,16
"9314",-1912245875146082048,52
"9315",-1911887190666807808,68
"9316",-1911840206427011584,19
"9317",-1911445459124800256,32
"9318",-1911402685651378944,28
"9319",-1909840803012691456,70
"9320",-1909560357124791040,50
"9321",-1909060320563532800,66
"9322",-1908673785505909248,34
"9323",-1908523984217446400,42
"9324",-1908092260095305472,53
"9325",-1907690039402678528,48
"9326",-1907278464920908288,20
"9327",-1906974910414766080,37
"9328",-1906645640487517184,63
"9329",-1906081829099736576,145
"9330",-1903331747612771072,57
"9331",-1903133444353484288,11
"9332",-1901660240643220736,50
"9333",-1901031726674251520,61
"9334",-1900887293065216256,58
"9335",-1899449803894806528,66
"9336",-1899399989393404416,72
"9337",-1899066963782541056,23
"9338",-1897714234304564736,29
"9339",-1896800660135214080,22
"9340",-1896432700543181312,42
"9341",-1896320851589111808,18
"9342",-1896184404362924800,35
"9343",-1895509578144570368,25
"9344",-1895166489606533120,62
"9345",-1894993680838097920,39
"9346",-1894514549795536384,74
"9347",-1893645510766011136,53
"9348",-1892465123401651712,41
"9349",-1892427075502709504,25
"9350",-1890639360862738176,22
"9351",-1890515424757206784,75
"9352",-1890459593064715520,28
"9353",-1889577435074544896,45
"9354",-1889033480958016256,19
"9355",-1887493202795464704,16
"9356",-1887289570842088704,22
"9357",-1887266368457056768,27
"9358",-1887084995425087488,13
"9359",-1886758343819470080,74
"9360",-1884911985217466624,86
"9361",-1884500713957938432,32
"9362",-1883828307132982016,33
"9363",-1883629575478589696,77
"9364",-1883148586928602880,28
"9365",-1881897717119414528,84
"9366",-1881037928704205056,38
"9367",-1880958035477937152,19
"9368",-1879328008894461696,21
"9369",-1878891070625291008,28
"9370",-1875959914918021376,33
"9371",-1871473931639931136,26
"9372",-1869523634438651904,17
"9373",-1869335204582603008,26
"9374",-1869264707809587712,15
"9375",-1869224443337156608,11
"9376",-1868937520641111296,37
"9377",-1867557450382750208,49
"9378",-1866950403834608128,101
"9379",-1866872231234554112,68
"9380",-1866716734712660224,43
"9381",-1866238642839047680,68
"9382",-1864968793374211584,63
"9383",-1859999577056769280,24
"9384",-1859981127527552256,19
"9385",-1858847409290116096,39
"9386",-1858470655385769984,22
"9387",-1858458687678463488,72
"9388",-1858347677826738176,19
"9389",-1858317955030091264,37
"9390",-1857848463183884800,31
"9391",-1857435683534134784,32
"9392",-1856222958626044672,9
"9393",-1854592475449606144,33
"9394",-1853217272610931456,21
"9395",-1852091647422171392,39
"9396",-1851349715436622848,22
"9397",-1851245138037267456,44
"9398",-1850905198012136448,14
"9399",-1850794943067495168,67
"9400",-1850177835986725888,33
"9401",-1849138214965345024,48
"9402",-1849049728855373056,41
"9403",-1847969148303775488,25
"9404",-1847235486973539840,20
"9405",-1846796778136460800,34
"9406",-1846158315696089344,55
"9407",-1846002193886425088,112
"9408",-1845572080527026432,33
"9409",-1841456591086200576,28
"9410",-1839927621650217472,30
"9411",-1838836093728125184,28
"9412",-1838781758998366720,32
"9413",-1838454260580131840,56
"9414",-1838401263595535360,40
"9415",-1838031687805066240,45
"9416",-1836655231399726080,56
"9417",-1836413439708303360,34
"9418",-1836089185111736576,23
"9419",-1835715955459285760,35
"9420",-1834531017343603200,42
"9421",-1834444932743147520,21
"9422",-1834418052728911872,43
"9423",-1833888400593954816,30
"9424",-1833554735072375040,16
"9425",-1832869127299269888,36
"9426",-1831385318734566144,29
"9427",-1831238256595912448,62
"9428",-1830691000215890432,22
"9429",-1830614170987538432,23
"9430",-1829593791534718464,41
"9431",-1828998486580494336,30
"9432",-1828930859233031424,33
"9433",-1827922779718960128,25
"9434",-1827265414361725952,18
"9435",-1826859189837598464,59
"9436",-1825525468067485440,70
"9437",-1825428870639321600,48
"9438",-1825009994525872384,26
"9439",-1824939285175380480,33
"9440",-1824111540058057216,48
"9441",-1822604510885977856,36
"9442",-1822311759738020608,55
"9443",-1822103882071227136,73
"9444",-1821913452527859712,27
"9445",-1821290113554340608,68
"9446",-1819925713085810176,21
"9447",-1819261076003016448,52
"9448",-1818469716373609216,34
"9449",-1817563574103447552,48
"9450",-1817502319478569728,47
"9451",-1817228977407363328,13
"9452",-1816671660791566848,53
"9453",-1815417689505358080,46
"9454",-1813197798352489984,14
"9455",-1811527112795279360,65
"9456",-1811097759400598272,56
"9457",-1808110911247734528,37
"9458",-1807245221020014080,46
"9459",-1803792679847380480,43
"9460",-1803775570211640832,1
"9461",-1800288098606111232,29
"9462",-1800023624954426624,95
"9463",-1799859328189990912,38
"9464",-1796008854790133248,60
"9465",-1795229770663611648,56
"9466",-1795213735405550080,47
"9467",-1794910196634100992,31
"9468",-1792810967624301312,50
"9469",-1792563833777694720,67
"9470",-1792389322794567680,41
"9471",-1791614698863426048,19
"9472",-1789424469148484352,21
"9473",-1789394219353979904,49
"9474",-1789182080593022464,16
"9475",-1788945261083112192,75
"9476",-1788626500680528896,17
"9477",-1787966639760900864,28
"9478",-1787912305430072832,62
"9479",-1787383944379029760,40
"9480",-1785524682997894400,29
"9481",-1784995893554271232,38
"9482",-1784897569825783040,51
"9483",-1784587725186082816,44
"9484",-1784556665395240448,12
"9485",-1784444048918099968,47
"9486",-1782787914858282240,16
"9487",-1782231533272560384,35
"9488",-1781740041758549504,39
"9489",-1780628284075515904,52
"9490",-1780157679979930112,137
"9491",-1778742404416149504,54
"9492",-1777194629232107520,22
"9493",-1777116053098848768,66
"9494",-1776643965028903168,42
"9495",-1775809865947705856,30
"9496",-1775593899058755840,11
"9497",-1774704987864038144,43
"9498",-1774364322858095104,77
"9499",-1773995327397022720,30
"9500",-1773186682159276544,21
"9501",-1772341395079189248,28
"9502",-1772291507671543552,37
"9503",-1772162970286310656,23
"9504",-1771925507258477056,37
"9505",-1771246883976063744,25
"9506",-1768491456703969280,36
"9507",-1768275093897589760,59
"9508",-1766929370877130240,50
"9509",-1766880296159910400,18
"9510",-1766754247567773440,29
"9511",-1765823761783887360,33
"9512",-1765321983085217536,33
"9513",-1765155879852353024,72
"9514",-1764935939491033856,22
"9515",-1764417905686687488,39
"9516",-1763648247670543872,19
"9517",-1762697191251584512,51
"9518",-1760587234387977728,37
"9519",-1760214508642244864,33
"9520",-1759997501338681856,60
"9521",-1758873808547194624,46
"9522",-1758432650512924672,18
"9523",-1758265176115100416,51
"9524",-1758033450703284224,19
"9525",-1756290630643124224,19
"9526",-1756177048081940480,28
"9527",-1.755907382716e+18,38
"9528",-1754942844223188736,36
"9529",-1754385759663791616,44
"9530",-1754086027093782784,41
"9531",-1753962412738560256,64
"9532",-1753306043897539328,56
"9533",-1753293946185900800,31
"9534",-1752815162619590912,41
"9535",-1752010229061122816,37
"9536",-1751975526925082880,19
"9537",-1751275577794054400,62
"9538",-1749060259165479936,22
"9539",-1748040829788257024,57
"9540",-1747661741793131520,34
"9541",-1746625404887288832,20
"9542",-1746174474032734720,32
"9543",-1746152313387320576,19
"9544",-1746030013803206656,74
"9545",-1745149900074093056,18
"9546",-1744668366767388928,58
"9547",-1743884617794369280,26
"9548",-1741547982340980992,44
"9549",-1739362350231303936,38
"9550",-1738918065148626176,27
"9551",-1738774071835303936,38
"9552",-1738756243175387392,54
"9553",-1738045731085112320,68
"9554",-1737856144834360320,45
"9555",-1735065196952927488,35
"9556",-1734728844444062208,16
"9557",-1732604760677671936,23
"9558",-1732082828493390080,32
"9559",-1731234644045932800,109
"9560",-1730733541411503360,30
"9561",-1730400982507104768,12
"9562",-1729876333178970880,33
"9563",-1729767657697335040,49
"9564",-1729526511755418624,19
"9565",-1729168672437136384,21
"9566",-1729140850288086528,29
"9567",-1728779896473504768,36
"9568",-1728314187522354688,63
"9569",-1725548642962919168,23
"9570",-1725414168647125504,38
"9571",-1723485587359075840,34
"9572",-1721784024262301696,25
"9573",-1721491393999133696,32
"9574",-1718695944556991744,44
"9575",-1716886219137662976,32
"9576",-1716304153258287872,27
"9577",-1716101595111805696,59
"9578",-1715756303814926592,49
"9579",-1713834167205403392,30
"9580",-1713241585280960256,39
"9581",-1711640495117657088,49
"9582",-1711038556269941248,31
"9583",-1710671511193947136,40
"9584",-1709165341853314560,70
"9585",-1709056657939230976,13
"9586",-1708360014897552384,122
"9587",-1708234728611669760,18
"9588",-1707575664873571584,44
"9589",-1707390241695066624,44
"9590",-1705288304422558720,12
"9591",-1704288136425708288,9
"9592",-1704184574189209856,33
"9593",-1703005166378713344,23
"9594",-1701868850745041920,49
"9595",-1700357422497931008,26
"9596",-1700346085932197632,40
"9597",-1699952752948767488,30
"9598",-1699574089887824640,70
"9599",-1699114577989056512,16
"9600",-1698392309411533824,38
"9601",-1697165072648706048,26
"9602",-1697149637316350208,51
"9603",-1696742479309535232,42
"9604",-1696049220088744960,38
"9605",-1695804640690837248,46
"9606",-1695661375509244416,46
"9607",-1694326732595138816,35
"9608",-1694092043911030784,68
"9609",-1694037617597635840,55
"9610",-1692727169358692352,41
"9611",-1692724522268171008,63
"9612",-1691969881623715072,14
"9613",-1691307759514924544,51
"9614",-1690139180444251648,36
"9615",-1689814647635093248,67
"9616",-1688169968113401344,20
"9617",-1687150499113857536,19
"9618",-1686327245264630016,100
"9619",-1683951068014950912,26
"9620",-1682982120028210432,49
"9621",-1680836079553372928,20
"9622",-1678948593492498176,41
"9623",-1678756987056770304,14
"9624",-1678738037432709888,24
"9625",-1678661499439306496,32
"9626",-1678145140249089536,20
"9627",-1676765558282434048,37
"9628",-1676376773107419904,32
"9629",-1676363536211497728,33
"9630",-1674086932109080576,46
"9631",-1672294558080993792,66
"9632",-1671484072499491328,12
"9633",-1671383438399868672,35
"9634",-1671135815198731264,52
"9635",-1669602127385081088,21
"9636",-1669143493831518976,26
"9637",-1668340284845869312,65
"9638",-1667269048725399808,42
"9639",-1667172329257704192,38
"9640",-1666989193302774272,29
"9641",-1666703640169333248,84
"9642",-1666214655432214528,9
"9643",-1665198983206396160,172
"9644",-1664718613197457920,38
"9645",-1663840927569383168,35
"9646",-1663168063688952320,25
"9647",-1662728764099488768,30
"9648",-1660199850154396160,45
"9649",-1659786250505519616,52
"9650",-1659149966043137536,25
"9651",-1658976912677415680,12
"9652",-1658771346276786432,32
"9653",-1658258629684568064,16
"9654",-1658246662928911872,35
"9655",-1656624253445252096,77
"9656",-1655846830070318336,25
"9657",-1655394126760098304,47
"9658",-1655276103397330688,14
"9659",-1654282464023486464,15
"9660",-1653491796883729152,41
"9661",-1652871882320738560,73
"9662",-1652709432972437760,47
"9663",-1652650974934510592,22
"9664",-1652631188102366976,24
"9665",-1650318957322420224,41
"9666",-1649835021445568768,17
"9667",-1649173611732795904,6
"9668",-1648652916009300224,18
"9669",-1648383401545668864,37
"9670",-1647941613555776256,85
"9671",-1647248109910949632,45
"9672",-1646500084003993600,29
"9673",-1646365738334766592,19
"9674",-1644952247887868672,69
"9675",-1641648133888574720,16
"9676",-1639019984713590272,43
"9677",-1638052470202216960,41
"9678",-1636404312341089280,22
"9679",-1634832109900733440,14
"9680",-1633683711401990144,47
"9681",-1633509572099087872,37
"9682",-1633084237568254720,40
"9683",-1631208147462504192,50
"9684",-1630035972765737728,39
"9685",-1628615901628675840,15
"9686",-1627328564816867840,21
"9687",-1627166236371853568,75
"9688",-1625944954857171456,64
"9689",-1625913639823921664,56
"9690",-1625788446047443712,6
"9691",-1625278187541145600,23
"9692",-1625058476769278720,37
"9693",-1623501154470010368,28
"9694",-1622858311882178048,71
"9695",-1622561733905307392,12
"9696",-1622394713736872704,33
"9697",-1621548250616214016,32
"9698",-1621326015346972672,15
"9699",-1621245273433048064,39
"9700",-1621050298178052352,12
"9701",-1620506916280758272,48
"9702",-1620400428046374912,64
"9703",-1619571534762447104,47
"9704",-1618010518739091712,14
"9705",-1617060771104801024,30
"9706",-1615768235913047808,16
"9707",-1614736123421480704,17
"9708",-1613668495594932480,39
"9709",-1613535769251382528,17
"9710",-1612819967682915840,30
"9711",-1612435023113412352,31
"9712",-1611736761630917120,48
"9713",-1611306906843726336,62
"9714",-1611279826669790464,38
"9715",-1611089449692245504,28
"9716",-1608494943906519040,54
"9717",-1607971975709032960,38
"9718",-1607350243400221696,24
"9719",-1607236148683408384,15
"9720",-1607203001956459776,16
"9721",-1607136177892655360,43
"9722",-1605809741437397248,21
"9723",-1602713536167657984,42
"9724",-1601689338312756992,33
"9725",-1601485180042342912,21
"9726",-1601025027240813824,28
"9727",-1600698804046746624,26
"9728",-1600204842532216064,50
"9729",-1599745811156710144,30
"9730",-1598852820370562304,48
"9731",-1598678751372462848,60
"9732",-1598479643162516480,92
"9733",-1598151670412491264,35
"9734",-1597245180234855680,23
"9735",-1596248916920865280,39
"9736",-1595443594387954176,71
"9737",-1594598887642659584,63
"9738",-1593861387409811968,59
"9739",-1592506602065529856,28
"9740",-1590179878109809664,24
"9741",-1590026285381547520,28
"9742",-1589220476422763520,17
"9743",-1587667565086517504,84
"9744",-1587209982895970048,48
"9745",-1586649549045763328,17
"9746",-1586142252793121280,33
"9747",-1585986406905265664,13
"9748",-1583878640825361920,35
"9749",-1583637151315527936,45
"9750",-1583168175704823808,24
"9751",-1582841431176084224,37
"9752",-1582037257896578048,21
"9753",-1581762192314920192,74
"9754",-1581760761340675584,13
"9755",-1581525712495798016,14
"9756",-1580076293094348800,33
"9757",-1578904361447810048,24
"9758",-1577520128236034304,58
"9759",-1576937282638282752,51
"9760",-1576936030829105664,22
"9761",-1575795838055755520,26
"9762",-1575473810872592128,70
"9763",-1574731701611920384,45
"9764",-1574582159477515776,43
"9765",-1574234168805029120,28
"9766",-1573618342589496832,20
"9767",-1573158392953967872,21
"9768",-1572765068982752000,28
"9769",-1572632786763062272,34
"9770",-1572578301550423808,115
"9771",-1572486312996462592,23
"9772",-1570922327186434048,27
"9773",-1570789636641323776,38
"9774",-1570672211827965440,53
"9775",-1570255022899497984,77
"9776",-1568321950458882048,39
"9777",-1567610467606076416,13
"9778",-1567510023302013440,31
"9779",-1567080482010880256,22
"9780",-1566416154216164352,46
"9781",-1565140909154778624,18
"9782",-1564398805645518336,49
"9783",-1562429301021097216,55
"9784",-1562203738430599936,26
"9785",-1562113049525821952,90
"9786",-1562096238246403328,34
"9787",-1561550639829801728,18
"9788",-1556198442979048960,15
"9789",-1555308080908532992,46
"9790",-1554986202732141568,22
"9791",-1554522487011962368,24
"9792",-1554280910202916608,30
"9793",-1553136044540221440,42
"9794",-1553120513851894528,25
"9795",-1553041777593708032,24
"9796",-1552507174177041408,13
"9797",-1551787085431889152,22
"9798",-1550699414112870912,23
"9799",-1548947423956164864,75
"9800",-1548669842713562880,101
"9801",-1545636384427296000,43
"9802",-1545307036225677312,17
"9803",-1544908082422228224,39
"9804",-1544661806413720320,22
"9805",-1544445963999571968,187
"9806",-1543925582926350592,65
"9807",-1543570386087077888,50
"9808",-1543557171425780992,38
"9809",-1543433923574955264,78
"9810",-1542996295220567552,76
"9811",-1542823595692169216,26
"9812",-1542756295429234944,48
"9813",-1540573801328129280,72
"9814",-1540498534072813824,61
"9815",-1540052390929668608,34
"9816",-1539172351846113024,23
"9817",-1538003704933698304,37
"9818",-1537659136429096448,45
"9819",-1537017611250767104,29
"9820",-1536582676117460736,45
"9821",-1536306121987850240,39
"9822",-1533305220157880576,19
"9823",-1533245746985726720,26
"9824",-1533193806964275200,17
"9825",-1533053426678396672,46
"9826",-1531900781914772736,22
"9827",-1530666603342398208,16
"9828",-1530070913800236800,34
"9829",-1528292238837417472,11
"9830",-1524620065043482112,9
"9831",-1522810554507468544,30
"9832",-1522777840820928768,56
"9833",-1519506774235384576,24
"9834",-1519487598407363584,38
"9835",-1519057907754422016,62
"9836",-1516950109107588864,42
"9837",-1516838130946571776,33
"9838",-1516688507910543872,35
"9839",-1516649909086840832,15
"9840",-1515716863140717056,31
"9841",-1515296805436187904,32
"9842",-1515139135904827392,34
"9843",-1514522073062744320,32
"9844",-1514331371613912064,71
"9845",-1514305033982831616,14
"9846",-1513944860607795456,61
"9847",-1512041359795270144,75
"9848",-1510702656461046528,51
"9849",-1510352653863744256,35
"9850",-1509303760004902656,23
"9851",-1.509113910693e+18,21
"9852",-1508180266208307712,36
"9853",-1507561086207865600,20
"9854",-1507231220912610816,19
"9855",-1507077366453432576,18
"9856",-1505964731199285760,49
"9857",-1505311023064080640,29
"9858",-1503580149817944064,110
"9859",-1503517702659575040,42
"9860",-1503499447994887424,57
"9861",-1503197253655329024,36
"9862",-1502092522296286464,38
"9863",-1501693085329319168,72
"9864",-1500411830434339584,27
"9865",-1499683310930255616,50
"9866",-1499625295255570432,56
"9867",-1499197145817039104,87
"9868",-1498990936364239616,34
"9869",-1498760238617579008,27
"9870",-1498222768027404032,34
"9871",-1496434718398409984,124
"9872",-1496139891547759616,23
"9873",-1494478073537473536,26
"9874",-1493026874413299968,27
"9875",-1492852560709053184,125
"9876",-1492155496643813120,76
"9877",-1491631902846560768,42
"9878",-1490372356635969024,64
"9879",-1487845303096138752,37
"9880",-1487781216748190208,73
"9881",-1485992314832462848,38
"9882",-1485847639465223936,16
"9883",-1484824985069814784,39
"9884",-1483962620841715968,28
"9885",-1483697766525833984,32
"9886",-1481015759600139008,30
"9887",-1480744879133246720,55
"9888",-1480373172291611904,42
"9889",-1480313888906240512,27
"9890",-1478472199998330880,11
"9891",-1478040216517101312,37
"9892",-1477988762178431232,38
"9893",-1477795527179428608,49
"9894",-1477318201929899520,57
"9895",-1477315069033029888,27
"9896",-1477089906567688192,28
"9897",-1474976378266851840,35
"9898",-1474154142826949376,66
"9899",-1471748447288926976,41
"9900",-1471495994717129984,39
"9901",-1470062299214568960,38
"9902",-1469837310329850112,39
"9903",-1468795776809504512,24
"9904",-1467457864578592000,62
"9905",-1466411882656723712,53
"9906",-1466227595023295232,50
"9907",-1463646610464196096,25
"9908",-1462557469968594176,41
"9909",-1462340347197089536,24
"9910",-1460150719079128064,46
"9911",-1459900644781783040,37
"9912",-1459183779638053888,24
"9913",-1458958348617352960,32
"9914",-1458650847722392064,55
"9915",-1458513626398320640,33
"9916",-1455138397703194624,23
"9917",-1454910394980103680,16
"9918",-1454518832815373312,27
"9919",-1454516239465692672,37
"9920",-1454503891599147008,11
"9921",-1454444384230033408,10
"9922",-1453344303845977344,16
"9923",-1451022929123789824,22
"9924",-1450586689848075264,33
"9925",-1449799681122631680,31
"9926",-1448078833416777984,42
"9927",-1447736210516481792,22
"9928",-1447643997854302720,33
"9929",-1447219980694778368,32
"9930",-1447201243251580160,43
"9931",-1446395809850200576,50
"9932",-1446284437640179968,38
"9933",-1445157839347832064,26
"9934",-1445032502696558592,31
"9935",-1444451502178885888,32
"9936",-1443596674095196928,17
"9937",-1442689134675722240,19
"9938",-1442285707114115328,16
"9939",-1441674161052134144,37
"9940",-1440836887681199616,21
"9941",-1440555516098677248,11
"9942",-1440514987053816832,16
"9943",-1439826470334513664,62
"9944",-1437920500456289536,32
"9945",-1437196248074064128,53
"9946",-1436408416902222080,61
"9947",-1434732641350774016,42
"9948",-1433411906066626304,40
"9949",-1433159815148736256,68
"9950",-1432700668181131776,22
"9951",-1430872636129009408,53
"9952",-1430394208121515776,51
"9953",-1429202361192898304,7
"9954",-1427863982799954432,30
"9955",-1427836859659681536,36
"9956",-1426304934624307968,53
"9957",-1425861336646076416,13
"9958",-1425843856570810624,42
"9959",-1425815899486551808,80
"9960",-1423482244376238592,23
"9961",-1422720271682152960,8
"9962",-1422300164043627008,19
"9963",-1419919517746506240,59
"9964",-1418792188551084544,69
"9965",-1418611501318213120,74
"9966",-1418393560908839424,49
"9967",-1417976167028675328,19
"9968",-1417886140729764864,24
"9969",-1417272205711902720,46
"9970",-1416958093905095936,23
"9971",-1416849477504037376,106
"9972",-1416349357723837440,34
"9973",-1415741991114522880,36
"9974",-1415077198718574336,19
"9975",-1415047902694504192,48
"9976",-1414800352619559936,35
"9977",-1414615126791450112,48
"9978",-1414173634833024000,48
"9979",-1413818905904088576,28
"9980",-1413766000314907904,29
"9981",-1410091966870573824,50
"9982",-1409759406485936896,18
"9983",-1409719300317253120,21
"9984",-1408945439751446016,47
"9985",-1408288443871512064,45
"9986",-1407669367877111296,45
"9987",-1405960917683356928,18
"9988",-1405959052357870336,32
"9989",-1405272043569161984,53
"9990",-1403306342897793024,10
"9991",-1402734682010931712,38
"9992",-1401561725248093440,31
"9993",-1401319587745387520,49
"9994",-1399791641643869952,34
"9995",-1399770445813243904,32
"9996",-1399631555680726016,82
"9997",-1399534016201211136,22
"9998",-1397837468952968704,57
"9999",-1396233806261965312,54
"10000",-1.395013302923e+18,50
"10001",-1393439752848601088,32
"10002",-1393414225021723392,93
"10003",-1393077589545210112,42
"10004",-1391292980582144256,37
"10005",-1388844427599725824,23
"10006",-1.388404453604e+18,102
"10007",-1388388026271622656,29
"10008",-1387833299547086336,52
"10009",-1387535408754708480,57
"10010",-1387426312378055680,24
"10011",-1387031136570503168,18
"10012",-1387000795326496000,51
"10013",-1386805698010725376,41
"10014",-1386431312004670976,31
"10015",-1384142721759928576,65
"10016",-1381583053559917056,30
"10017",-1381451913663811584,68
"10018",-1379837059745495296,42
"10019",-1379347064377649408,93
"10020",-1377363553664296448,36
"10021",-1376334466275668992,53
"10022",-1375555536943139584,61
"10023",-1374376044435174656,32
"10024",-1374113769311202048,33
"10025",-1373983978834958080,30
"10026",-1373869470418546432,174
"10027",-1372613700543476992,56
"10028",-1371508652548089088,73
"10029",-1370610434043940608,52
"10030",-1369108510713299712,35
"10031",-1368103942237664512,34
"10032",-1366914065845128960,35
"10033",-1364350286734132480,54
"10034",-1363881611887026432,18
"10035",-1363771052165986560,79
"10036",-1361835981771992320,12
"10037",-1361651198922637056,37
"10038",-1358691253836382976,36
"10039",-1358569266562877696,52
"10040",-1358007894157499392,23
"10041",-1356902156255252224,9
"10042",-1356713014882345472,38
"10043",-1356499102493142016,44
"10044",-1354963944897704960,39
"10045",-1354573869979811840,62
"10046",-1354342852729493248,51
"10047",-1353751242863406080,38
"10048",-1352971490438520320,8
"10049",-1352487740773914624,36
"10050",-1351805518845344000,43
"10051",-1351528209292194304,15
"10052",-1351524322052267008,37
"10053",-1351462401524912640,78
"10054",-1348915071467227904,16
"10055",-1348266885080495616,24
"10056",-1346561138029894400,57
"10057",-1340121708718626560,66
"10058",-1338164519679457536,26
"10059",-1334642466240512000,13
"10060",-1334030988953073152,39
"10061",-1333982067659351040,19
"10062",-1333946682419868416,99
"10063",-1333060191126597120,19
"10064",-1330821748085706240,20
"10065",-1330531672552787456,36
"10066",-1330318838061709568,45
"10067",-1329994336203801344,19
"10068",-1329815271146528512,57
"10069",-1329241152650498560,80
"10070",-1326873158068519680,29
"10071",-1325568559338973440,60
"10072",-1324564147911143936,32
"10073",-1.322609520162e+18,123
"10074",-1319995297521489664,40
"10075",-1319103716661589760,40
"10076",-1317860898490252288,25
"10077",-1316139168940067840,23
"10078",-1315261595841815808,38
"10079",-1314917144979921152,52
"10080",-1314641269714686208,20
"10081",-1310638240947243264,24
"10082",-1308161069086119168,24
"10083",-1307716183299076608,19
"10084",-1307682720622600704,32
"10085",-1307298913352351232,28
"10086",-1305696668448463616,21
"10087",-1304092324955296512,18
"10088",-1303863671991448064,107
"10089",-1303401234672524800,44
"10090",-1302917996676118272,27
"10091",-1300376530300230912,17
"10092",-1299509818934247936,20
"10093",-1299359798887540480,46
"10094",-1299121222516655616,27
"10095",-1299103894349912064,30
"10096",-1298936277048735744,30
"10097",-1298668774396950784,33
"10098",-1297267105377019648,54
"10099",-1297147378861270528,45
"10100",-1296640279858571264,60
"10101",-1296499018483620864,59
"10102",-1296319686123153920,37
"10103",-1296252814676842496,28
"10104",-1296243210490946560,13
"10105",-1295576447965460224,28
"10106",-1294154170740141824,16
"10107",-1291799439670853376,21
"10108",-1291777568991353344,28
"10109",-1291152380450900736,29
"10110",-1289283835807443456,8
"10111",-1287503422118993408,5
"10112",-1287431488990021376,19
"10113",-1287028584385608960,68
"10114",-1286688465138379776,23
"10115",-1286535602031207424,35
"10116",-1285835454701552384,11
"10117",-1285152434574825984,24
